,path,class,span
13495,./train_embeddings/article772947654_34.pt,Causal_Oversimplification,driven by their own guilt
13496,./train_embeddings/article772947654_35.pt,Loaded_Language,ferociously
13497,./train_embeddings/article772947654_36.pt,NoClass,he accepts
13498,./train_embeddings/article772947654_37.pt,NoClass,thought Hillary Clinton
13499,./train_embeddings/article772947654_38.pt,NoClass,Gingrich: The
13500,./train_embeddings/article772947654_39.pt,NoClass,and repel – we
13501,./train_embeddings/article772947654_40.pt,NoClass,be publicly siding with the
13502,./train_embeddings/article772947654_41.pt,NoClass,due to
13503,./train_embeddings/article772947654_42.pt,NoClass,going to
13504,./train_embeddings/article772947654_43.pt,NoClass,"to the sanctions regime. Finally, a brief word about the strong language and vicious comments about the president. We are"
13505,./train_embeddings/article772947654_44.pt,NoClass,Truth About
13506,./train_embeddings/article772947654_45.pt,NoClass,that Hillary
13507,./train_embeddings/article772947654_46.pt,NoClass,meddling in the election. President Trump noted that President Obama and his advisers had information that the Russians had
13508,./train_embeddings/article772947654_47.pt,NoClass,– any efforts to interfere in our elections. We’re doing
13509,./train_embeddings/article772947654_48.pt,NoClass,"ready to oppose the president regardless of his choice. Similarly, Obama-era"
13510,./train_embeddings/article772947654_49.pt,NoClass,In his remarks to members of
13511,./train_embeddings/article772947654_50.pt,NoClass,"to repeat it,"
13512,./train_embeddings/article772947654_51.pt,NoClass,that he
13513,./train_embeddings/article772947654_52.pt,NoClass,its dealing with
13514,./train_embeddings/article772947654_53.pt,NoClass,time you
13515,./train_embeddings/article772947654_54.pt,NoClass,radical-extremist wing of the
13516,./train_embeddings/article772947654_55.pt,NoClass,administration has been far
13517,./train_embeddings/article772947654_56.pt,NoClass,just to
13518,./train_embeddings/article772947654_57.pt,NoClass,security officials seem determined
13519,./train_embeddings/article772947654_58.pt,NoClass,"on Russia. Also, President Trump’s public lecture about Germany not buying"
13520,./train_embeddings/article772947654_59.pt,NoClass,agencies” and
13521,./train_embeddings/article772947654_60.pt,NoClass,any efforts to interfere in our
13522,./train_embeddings/article772947654_61.pt,NoClass,Democratic Party
13523,./train_embeddings/article772947654_62.pt,NoClass,New York Times best-selling
13524,./train_embeddings/article772947654_63.pt,NoClass,offensive weapons to enable
13525,./train_embeddings/article772947654_64.pt,NoClass,the United
13526,./train_embeddings/article772947654_65.pt,NoClass,that in
13527,./train_embeddings/article772947654_66.pt,NoClass,to be attacked.
13528,./train_embeddings/article772947654_67.pt,NoClass,money by your networks –
13529,./train_embeddings/article772947654_68.pt,NoClass,the president. We
13530,./train_embeddings/article772947654_69.pt,NoClass,remarks to
13531,./train_embeddings/article772947654_70.pt,NoClass,Russian intelligence officers from the United
13532,./train_embeddings/article772947654_71.pt,NoClass,led me
13533,./train_embeddings/article788626289_0.pt,Slogans,#MeToo
13534,./train_embeddings/article788626289_1.pt,Loaded_Language,hypocrisy
13535,./train_embeddings/article788626289_2.pt,NoClass,Monahan posted
13536,./train_embeddings/article788626289_3.pt,NoClass,a lather
13537,./train_embeddings/article789512681_0.pt,Name_Calling-Labeling,Cop Killer Supporter
13538,./train_embeddings/article789512681_1.pt,Name_Calling-Labeling,effeminate man
13539,./train_embeddings/article789512681_2.pt,Name_Calling-Labeling,demonic religion
13540,./train_embeddings/article789512681_3.pt,Name_Calling-Labeling,cop killers
13541,./train_embeddings/article789512681_4.pt,Name_Calling-Labeling,minions
13542,./train_embeddings/article789512681_5.pt,Loaded_Language,sordid
13543,./train_embeddings/article789512681_6.pt,Name_Calling-Labeling,extraordinarily poor fit
13544,./train_embeddings/article789512681_7.pt,Repetition,cop killers
13545,./train_embeddings/article789512681_8.pt,Appeal_to_Fear-Prejudice,murdered execution-style
13546,./train_embeddings/article789512681_9.pt,Loaded_Language,bad
13547,./train_embeddings/article789512681_10.pt,Slogans,“They’ve got to go.”
13548,./train_embeddings/article789512681_11.pt,Slogans,"“We don’t get no justice, you don’t get no peace.”"
13549,./train_embeddings/article789512681_12.pt,Name_Calling-Labeling,dupes
13550,./train_embeddings/article789512681_13.pt,Repetition,cop killers
13551,./train_embeddings/article789512681_14.pt,Name_Calling-Labeling,black gang member
13552,./train_embeddings/article789512681_15.pt,Loaded_Language,Shame on you
13553,./train_embeddings/article789512681_16.pt,NoClass,"Lords was Sharif Willis,"
13554,./train_embeddings/article789512681_17.pt,NoClass,Burrough’s Days of
13555,./train_embeddings/article789512681_18.pt,NoClass,to the U.N.?
13556,./train_embeddings/article789512681_19.pt,NoClass,leader of the
13557,./train_embeddings/article789512681_20.pt,NoClass,told them
13558,./train_embeddings/article789512681_21.pt,NoClass,"contrary notwithstanding,"
13559,./train_embeddings/article789512681_22.pt,NoClass,The irony is of
13560,./train_embeddings/article789512681_23.pt,NoClass,who had been
13561,./train_embeddings/article789512681_24.pt,NoClass,assaulted them as
13562,./train_embeddings/article789512681_25.pt,NoClass,he possesses
13563,./train_embeddings/article789512681_26.pt,NoClass,he spoke at a fundraiser
13564,./train_embeddings/article789512681_27.pt,NoClass,told them he wanted police protection from me when he found
13565,./train_embeddings/article789512681_28.pt,NoClass,that two
13566,./train_embeddings/article789512681_29.pt,NoClass,gun-related crimes and
13567,./train_embeddings/article789512681_30.pt,NoClass,base.” Ellison publicly supported
13568,./train_embeddings/article789512681_31.pt,NoClass,one of them during
13569,./train_embeddings/article731063195_0.pt,Loaded_Language,stunning
13570,./train_embeddings/article731063195_1.pt,Loaded_Language,amazing
13571,./train_embeddings/article731063195_2.pt,NoClass,9.5 trillion
13572,./train_embeddings/article731063195_3.pt,NoClass,"of course,"
13573,./train_embeddings/article771655795_0.pt,Exaggeration-Minimisation,Gun Control Is Now Truly Impossible
13574,./train_embeddings/article771655795_1.pt,Name_Calling-Labeling,wannabe statist dictator and naive do-gooder
13575,./train_embeddings/article771655795_2.pt,Causal_Oversimplification,"The latter think that removing guns will suddenly force humanity to stop all animosity toward one another, hold hands, and sing Kumbaya"
13576,./train_embeddings/article771655795_3.pt,Loaded_Language,"hold hands, and sing Kumbaya"
13577,./train_embeddings/article771655795_4.pt,Causal_Oversimplification,The former recognizes that an armed populace is a threat to any tyrant and pushes for gun control out of self-preservation
13578,./train_embeddings/article771655795_5.pt,Exaggeration-Minimisation,has now made gun control virtually impossible
13579,./train_embeddings/article771655795_6.pt,Name_Calling-Labeling,an anarchist video manifesto
13580,./train_embeddings/article771655795_7.pt,Appeal_to_Fear-Prejudice,gun control would never be the same in an era when anyone can download and print their own firearm with a few clicks
13581,./train_embeddings/article771655795_8.pt,Appeal_to_Fear-Prejudice,demanding that he take down his printable-gun blueprints or face prosecution for violating federal export controls
13582,./train_embeddings/article771655795_9.pt,Name_Calling-Labeling,obscure set of US regulations
13583,./train_embeddings/article771655795_10.pt,Straw_Man,"Wilson was accused of exporting weapons without a license, just as if he’d shipped his plastic gun to Mexico rather than put a digital version of it on the internet"
13584,./train_embeddings/article771655795_11.pt,Exaggeration-Minimisation,I thought my life was over
13585,./train_embeddings/article771655795_12.pt,Conversation_Killer,So what if this code is a gun
13586,./train_embeddings/article771655795_13.pt,Exaggeration-Minimisation,"It will be an irrevocable part of political life that guns are downloadable, and we helped to do that"
13587,./train_embeddings/article771655795_14.pt,NoClass,"on the public internet. In the meantime,"
13588,./train_embeddings/article771655795_15.pt,NoClass,his team of lawyers focused their legal
13589,./train_embeddings/article771655795_16.pt,NoClass,"a gun?” The Department of Justice’s surprising settlement, confirmed in court documents earlier this month, essentially surrenders to that argument. It promises to"
13590,./train_embeddings/article771655795_17.pt,NoClass,"his 3-D-printable data, the State Department"
13591,./train_embeddings/article771655795_18.pt,NoClass,"Wilson from posting his 3-D-printable data, the State Department was not only violating his right to bear arms but his right to"
13592,./train_embeddings/article771655795_19.pt,NoClass,recognizes that an armed populace is a threat
13593,./train_embeddings/article771655795_20.pt,NoClass,right to bear arms but
13594,./train_embeddings/article771655795_21.pt,NoClass,"a truly grand thing,” Wilson says. “It will be an irrevocable part of political life that guns are downloadable, and we helped to do"
13595,./train_embeddings/article771655795_22.pt,NoClass,"anywhere he chooses. “I consider it a truly grand thing,” Wilson says. “It will be an irrevocable"
13596,./train_embeddings/article771655795_23.pt,NoClass,"gun control out of self-preservation. However,"
13597,./train_embeddings/article771655795_24.pt,NoClass,"a few exceptions like fully automatic weapons and rare gun designs that use caseless ammunition—and move their regulation to the Commerce Department, which won’t try to police technical data about the"
13598,./train_embeddings/article771655795_25.pt,NoClass,which won’t try to police technical data
13599,./train_embeddings/article771655795_26.pt,NoClass,group of co-plaintiffs have pursued since 2015 against the
13600,./train_embeddings/article771655795_27.pt,NoClass,"that by forbidding Wilson from posting his 3-D-printable data, the State Department was not only violating his right to bear"
13601,./train_embeddings/article761575506_0.pt,Flag_Waving,American people
13602,./train_embeddings/article761575506_1.pt,Slogans,#MeToo
13603,./train_embeddings/article761575506_2.pt,NoClass,"her family, and"
13604,./train_embeddings/article761575506_3.pt,NoClass,interview: “I
13605,./train_embeddings/article776368676_0.pt,Flag_Waving,stain our country and further
13606,./train_embeddings/article776368676_1.pt,Loaded_Language,blasted
13607,./train_embeddings/article776368676_2.pt,Loaded_Language,dirty work
13608,./train_embeddings/article776368676_3.pt,Loaded_Language,dirty work
13609,./train_embeddings/article776368676_4.pt,Loaded_Language,dirty work
13610,./train_embeddings/article776368676_5.pt,Name_Calling-Labeling,the 17 angry Democrats
13611,./train_embeddings/article776368676_6.pt,Flag_Waving,before it continues to stain our country any further
13612,./train_embeddings/article776368676_7.pt,Flag_Waving,his 17 Angry Democrats that are doing his dirty work are a disgrace to USA
13613,./train_embeddings/article776368676_8.pt,Flag_Waving,"Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further"
13614,./train_embeddings/article776368676_9.pt,Flag_Waving,his 17 angry Democrats that are doing his dirty work are a disgrace to [sic] USA
13615,./train_embeddings/article776368676_10.pt,Loaded_Language,stain
13616,./train_embeddings/article776368676_11.pt,Name_Calling-Labeling,a conflicted Mueller’s dirty work
13617,./train_embeddings/article776368676_12.pt,Loaded_Language,stain
13618,./train_embeddings/article776368676_13.pt,Name_Calling-Labeling,his 17 Angry Democrats that are doing his dirty work
13619,./train_embeddings/article776368676_14.pt,Loaded_Language,stain
13620,./train_embeddings/article776368676_15.pt,Loaded_Language,totally conflicted
